Id,Title,Body,Tags,Score,ViewCount,CreationDate
"9959018","How to identify where an identifier is defined to refactor in delphi 7?","<p>I am trying to refactor some delphi 7 code. One of the procedures I'd like to move uses a data type called TLVColumn (appears to be a TListView column header). However, if I move the method, I get an undeclared identifier error, presumedly because I didn't copy the import which defines TLVColumn to the new unit. The unit I'm moving this method from has over 7000 lines of code and over 50 uses classes listed. Is there any more efficient way than trial and error of copying random imports to identify which import is required for a particular class? (especially imports that are from Delphi libraries and not from my own codebase...)</p>
","<delphi><refactoring><delphi-7>","3","78","2012-03-31 19:33:50"
"9963358","Refactor Objective C property access from . syntax to [ ] syntax","<p>Is there a way to refactor property access code from <code>.</code> syntax to <code>[ ]</code> syntax in XCode 4? </p>

<p>For example:</p>

<pre><code>myController.someProperty = someObject;
</code></pre>

<p>to</p>

<pre><code>[myController setSomeProperty: someObject];
</code></pre>
","<objective-c><xcode><refactoring>","2","84","2012-04-01 09:32:31"
"9966932","Refactoring RSpec code","<p>I am using Ruby on Rails 3.2.2 and rspec-rails-2.8.1. I am testing a view file and I would like to refactoring the following code but I don't know how to make that.</p>

<pre><code>module UserExampleHelpers
  def build_css_scope(user)
    ""div#user_#{user.id}""
  end
end

shared_examples_for ""any user view"" do
  it 'has the user CSS id' do
    rendered.should have_css(css_scope)
  end
end


describe 'users/show.html.erb' do
  include UserExampleHelpers

  context 'Context name 1' do
    let(:css_scope) {build_css_scope(@user)}

    it_should_behave_like ""any user view""

    it ""..."" do
      ...
    end
  end

  context 'Context name 2' do
    let(:css_scope) {build_css_scope(@user)}

    it_should_behave_like ""any user view""

    it ""..."" do
      ...
    end
  end
end
</code></pre>

<p><strong>How can I refactor the above code? Can you give me some help?</strong></p>

<p><em>Note</em>: Known issues are</p>

<ul>
<li>I know that my approach of running the <code>let(:css_scope)</code> in order to state a CSS <code>id</code> value used throughout all the spec file is not made the right way, but I don't know how to proceed so to properly make that.</li>
<li>Maybe I should pass the CSS <code>id</code> value to the <code>shared_examples_for ""any user view""</code> method using something like <code>it_should_behave_like ""any user view"", css_scope</code>. Anyway, If I use that code I get the error: ""<code>... undefined method</code>build_css_scope' for # (NoMethodError)`"".</li>
</ul>
","<ruby-on-rails><ruby><ruby-on-rails-3><rspec><refactoring>","1","71","2012-04-01 18:15:36"
"9978067","How can I quickly create a class in the right place when following TDD using Visual Studio/ReSharper?","<p>Suppose I'm following TDD and using VS/ReSharper. I start out writing a test like this:</p>

<pre><code>[TestFixture]
class FooFixture
{
    [Test]
    public void ShouldDoSomething()
    {
        var foo = new Foo();
    } 
}
</code></pre>

<p>At this point, <code>Foo</code> doesn't exist. ReSharper suggests the option of creating the class, but it puts it right next to my test class in my test project, not in my real project. So I have it create the class, then move it to a new file, then move the file to the right place, and finally fix the namespace. This seems like a lot of work. </p>

<p>Is there a more efficient way to quickly create the <code>Foo</code> class and put it in the right place? It seems like the 'right place' could be guessed from the namespace of my test project. </p>
","<visual-studio><refactoring><tdd><resharper>","4","56","2012-04-02 14:13:35"
"9978099","PHP Depend code metrics analysis","<p>I am trying to compare two PHP projects using PHP Depend (http://pdepend.org). One is a page-based PHP application written by a group of students a year ago and the second is mine that I have worked on for the past year. The objective is  to provide some quantitative statistics that might help validate that refactoring the project (introducing a MVC architecture and lots of refactoring to better apply OO principles) has led to lower complexity and coupling, among others. </p>

<p>The problem I am facing is that when analyzing the older project, PHP depend ignores the files that were written in a procedural programming style. It only picks up those files that have classes defined. I am not sure why the previous students chose to have this hybrid style of writing code but they did. </p>

<p>Is this how PHP Depend works or is there some setting I can use so that it analyzes all files. The site offers little help. If PHP Depend can only analyze files with defined classes and methods, how can I generate some code metrics to validate my project?</p>
","<php><refactoring><code-metrics><pdepend>","0","83","2012-04-02 14:15:18"
"10008696","Refactor sql query from source code","<p>I have a method which contains a very big sql query directly in the .CS file. What would the recommended refactoring method be? </p>
","<c#><.net><sql><refactoring>","0","64","2012-04-04 09:47:13"
"10017703","Avoiding use of 'instanceof'","<p>I'm struggling with how I might avoid using instanceof() in some of my code.  This contrived example somewhat captures the problem.</p>

<pre><code>Class Meat extends Food;

Class Plant extends Food;

Class Animal;

Class Herbivore extends Animal
{
    void eat( Plant food);
}

Class Carnivore extends Animal
{
    void eat( Meat food);
}

Class Omnivore extends Animal
{
    void eat(Food food);
}

Class Zoo
{
    List&lt;Animals&gt; animals;

    void receiveFood( Food food)
    {
        // only feed Plants to Herbivores and Meat to Carnivores
        // feed either to Omnivores
    }
}
</code></pre>

<p>Herbivores are only interested in Plants, Carnivores only in Meat and Omnivores both.  When the Zoo receives Food it only makes sense to try to feed food to animals that eat that type of food.  </p>

<p>I've thought of a few solutions, but all seem to depend on the use of <code>instanceof()</code> somewhere and my various refactorings just seem to move it around.</p>

<p>(1) I could implement <code>eat( Food food)</code> in Animal and each subclass could choose to ignore food that it doesn't eat, but that is inefficient and would require that each Animal subclass use <code>instanceof()</code> to test the type of food.</p>

<p>(2) I could keep three collections of animals in the Zoo based on the type of food they eat, but would still have to use <code>instanceOf()</code> to test the type of food to see which collection to feed it to.  At least this would be more efficient as I wouldn't be feeding food to Animals that won't eat it.</p>

<p>I've thought of some other approaches, but again, they just seem to pass the <code>instanceof()</code> buck.</p>

<p>Any suggestions?  Or would this (2, at least) be an acceptable use of <code>instanceof()</code>?</p>
","<java><oop><design-patterns><refactoring><polymorphism>","9","273","2012-04-04 19:11:20"
"10019100","Adding and removing multiple references across projects in Visual Studio","<p>I have a huge project with over 50 or 60 csproj files. I need to remove 6 or 7 references exiting references and add 10 or 15 new references across all these projects. Is there a  mechansim to bulk add references and remove references?</p>

<p>Or if there is a way to say, replace reference X with Y across all projects, that would be very helpful too. Let me add that Nuget is not an option.</p>
","<visual-studio><visual-studio-2010><refactoring><resharper>","1","26","2012-04-04 20:55:29"
"10025673","Move refactoring programmatically","<p>I have to do an eclipse plug-in.
I need to recall eclipse's move class refactoring and eclipse's move method refactoring programmatically.
Can someone help me?
Thanks </p>
","<java><eclipse><eclipse-plugin><refactoring><eclipse-plugin-dev>","0","52","2012-04-05 09:03:34"
"10028701","Visual Studio Refactoring: Changing the workspace hierarchy","<p>Working in Visual Studio 2010, I often end up with needing to move a namespace (and classes) ""up a level"" or ""down a level"", for example:</p>

<p>I want all classes within:
    namespace MyProject.Models.ViewModels.Forms </p>

<p>to move to
    namespace MyProject.ViewModels.Forms</p>

<p>effectively moving the ViewModels namespace up to the top level.  </p>

<p>This occurs in many different variations, due to constant project reorganization and improvement.  However, every time I do this I am faced with a long manual task of finding/replacing all the namespace references, including the various <code>using...</code> clauses, direct references etc.</p>

<p>Is there any tool within Visual Studio or a plugin available that will do this work for you?</p>
","<c#><visual-studio-2010><refactoring>","0","50","2012-04-05 12:35:07"
"10024625","Javascript countdown settimeout","<p>im trying to make a simple javascript countdown timer which changes the value from 3 to 1 in the button every one second interval. I got the code working but it uses many functions. I was wondering if i could make it using less. ive tried to put the countdown in a for loop which displays the i value but it doesn't seem to work properly.</p>

<p>Heres my code:</p>

<pre><code> function launch( )
{
  document.getElementById(""blast"").value = ""Preparing to launch..."";
  setTimeout ( ""countdown3()"", 1000 );
}
function countdown3()
{
    document.getElementById(""blast"").value = ""3"";
    setTimeout(""countdown2()"", 1000);
}
function countdown2()
{
    document.getElementById(""blast"").value = ""2"";
    setTimeout(""countdown1()"", 1000);
}

function countdown1()
{
document.getElementById(""blast"").value = ""1"";
setTimeout(""GO()"", 1000 );
}
function GO()
{
    document.getElementById(""blast"").value = ""BLAST OFF"";
    move();
}
</code></pre>
","<javascript><refactoring><settimeout>","2","148","2012-04-05 07:49:34"
